Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.78134535,42.01952160,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1653,5/8/2025,0.201,On,1116.4,11.25,28.75,8.022,2.352,7.040,125.40,19.99,20.34,0,28,10.88,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.017,0.00015,5.425,2.575e-05,2.713,1.287e-05,19.35,0.012,0.00,0.00,32.55,0.00015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00061
-93.78133848,42.01951785,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1654,5/8/2025,0.195,On,1116.4,13.75,30.00,8.053,2.303,7.423,125.30,19.99,20.34,0,28,13.42,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.017,0.00018,5.425,3.081e-05,2.713,1.541e-05,19.35,0.014,0.00,0.00,32.55,0.00018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00073
-93.78133160,42.01951411,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1655,5/8/2025,0.204,On,1116.5,16.25,31.25,8.022,2.411,7.436,125.20,19.99,20.16,0,28,15.87,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.008,0.00023,5.377,3.779e-05,2.688,1.889e-05,19.18,0.017,0.00,0.00,32.26,0.00023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00090
-93.78132442,42.01951038,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1656,5/8/2025,0.201,On,1116.6,20.00,33.12,7.975,2.349,7.119,125.15,19.99,20.34,0,28,19.32,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.017,0.00027,5.425,4.571e-05,2.713,2.286e-05,19.35,0.021,0.00,0.00,32.55,0.00027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0011
-93.78131735,42.01950648,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1657,5/8/2025,0.200,On,1116.6,22.50,34.37,8.002,2.346,7.212,124.99,19.99,20.23,0,28,21.81,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.011,0.00031,5.394,5.106e-05,2.697,2.553e-05,19.24,0.023,0.00,0.00,32.36,0.00031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0012
-93.78131047,42.01950280,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1658,5/8/2025,0.199,On,1116.6,25.00,35.62,8.040,2.346,7.502,124.81,19.99,20.02,0,28,24.36,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.001,0.00034,5.340,5.616e-05,2.670,2.808e-05,19.05,0.026,0.00,0.00,32.04,0.00034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0013
-93.78130348,42.01949900,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1659,5/8/2025,0.201,On,1116.7,27.50,36.87,8.002,2.346,7.205,124.64,19.99,20.05,0,28,26.52,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.002,0.00037,5.345,6.184e-05,2.673,3.092e-05,19.07,0.028,0.00,0.00,32.07,0.00037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78129619,42.01949520,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1660,5/8/2025,0.200,On,1116.8,32.50,39.37,7.997,2.346,6.915,124.60,19.99,20.02,0,28,31.50,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.001,0.00044,5.340,7.301e-05,2.670,3.651e-05,19.05,0.033,0.00,0.00,32.04,0.00044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78128924,42.01949156,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1661,5/8/2025,0.200,On,1116.8,33.75,41.25,8.057,2.375,7.152,124.60,19.99,20.27,0,28,33.13,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.013,0.00047,5.405,7.772e-05,2.703,3.886e-05,19.28,0.035,0.00,0.00,32.43,0.00047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78125369,42.01947372,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1662,5/8/2025,1.000,On,1117.3,36.25,42.50,7.975,11.69,7.771,125.21,19.99,20.05,0,28,35.01,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.003,0.0024,5.347,0.00041,2.673,0.00020,19.08,0.186,0.00,0.00,32.08,0.0024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0097
-93.78122533,42.01945913,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1663,5/8/2025,0.794,On,1117.6,36.25,42.50,7.953,9.255,8.344,125.60,19.99,20.01,0,28,34.92,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0019,5.335,0.00032,2.668,0.00016,19.03,0.147,0.00,0.00,32.01,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0077
-93.78119105,42.01944074,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1664,5/8/2025,1.006,On,1118.3,35.00,43.12,7.912,11.67,9.666,124.91,19.99,20.17,0,28,33.55,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.009,0.0024,5.379,0.00039,2.690,0.00020,19.19,0.180,0.00,0.00,32.27,0.0024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0094
-93.78116372,42.01942608,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1665,5/8/2025,0.794,On,1118.9,35.00,43.12,7.879,9.167,10.16,124.23,19.99,20.04,0,28,33.39,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.002,0.0018,5.343,0.00031,2.672,0.00015,19.06,0.140,0.00,0.00,32.06,0.0018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0074
-93.78112784,42.01940744,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1666,5/8/2025,1.000,On,1119.4,33.75,43.75,7.933,11.63,9.373,124.38,19.99,20.07,0,28,32.43,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.004,0.0023,5.353,0.00038,2.677,0.00019,19.10,0.172,0.00,0.00,32.12,0.0023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0090
-93.78111342,42.01939987,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1667,5/8/2025,0.406,On,1119.5,33.75,43.75,8.102,4.823,8.221,124.55,19.99,19.93,0,28,33.13,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.00093,5.315,0.00016,2.658,7.758e-05,18.96,0.071,0.00,0.00,31.89,0.00093,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0037
-93.78107656,42.01938086,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1668,5/8/2025,1.000,On,1119.5,32.50,44.37,8.233,12.07,7.063,124.85,19.99,19.93,0,28,32.41,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0022,5.315,0.00037,2.657,0.00019,18.96,0.171,0.00,0.00,31.89,0.0022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0090
-93.78106918,42.01937700,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1669,5/8/2025,0.195,On,1119.4,32.50,44.37,8.270,2.352,6.584,124.89,19.99,20.07,0,28,32.40,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.003,0.00044,5.351,7.337e-05,2.676,3.669e-05,19.09,0.034,0.00,0.00,32.11,0.00044,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78103199,42.01935797,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1670,5/8/2025,1.005,On,1119.1,31.25,45.00,8.340,12.29,5.474,125.24,19.99,19.87,0,28,31.57,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.993,0.0022,5.298,0.00036,2.649,0.00018,18.90,0.167,0.00,0.00,31.79,0.0022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0088
-93.78101726,42.01935021,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1671,5/8/2025,0.395,On,1119.0,31.25,45.00,8.375,4.849,5.250,125.50,19.99,19.80,0,28,31.70,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.990,0.00086,5.280,0.00014,2.640,7.175e-05,18.84,0.066,0.00,0.00,31.68,0.00086,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0035
-93.78098117,42.01933118,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1672,5/8/2025,1.000,On,1119.4,30.00,45.62,8.283,12.14,6.431,125.23,19.99,19.93,0,28,30.10,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0021,5.314,0.00035,2.657,0.00017,18.96,0.159,0.00,0.00,31.88,0.0021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0084
-93.78096708,42.01932397,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1673,5/8/2025,0.405,On,1119.5,30.00,45.62,8.169,4.862,9.575,125.48,19.99,19.93,0,28,29.77,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.00083,5.315,0.00014,2.658,6.953e-05,18.96,0.063,0.00,0.00,31.89,0.00083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0033
-93.78093194,42.01930517,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1674,5/8/2025,1.004,On,1119.9,28.75,46.25,7.996,11.77,9.427,124.87,19.99,19.96,0,28,27.84,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0019,5.323,0.00032,2.661,0.00016,18.99,0.147,0.00,0.00,31.94,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0078
-93.78092475,42.01930134,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1675,5/8/2025,0.196,On,1120.0,28.75,46.25,8.051,2.313,8.896,124.91,19.99,19.98,0,28,28.04,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.999,0.00038,5.328,6.355e-05,2.664,3.177e-05,19.01,0.029,0.00,0.00,31.97,0.00038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78088847,42.01928265,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1676,5/8/2025,0.995,On,1120.4,27.50,46.87,8.159,11.90,8.261,125.14,19.99,19.94,0,28,27.17,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.0019,5.317,0.00031,2.658,0.00016,18.97,0.142,0.00,0.00,31.90,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0075
-93.78088125,42.01927872,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1677,5/8/2025,0.200,On,1120.5,27.50,46.87,8.198,2.405,7.749,125.06,19.99,19.85,0,28,27.33,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.993,0.00038,5.294,6.279e-05,2.647,3.140e-05,18.89,0.029,0.00,0.00,31.76,0.00038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015
-93.78084539,42.01925952,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1678,5/8/2025,0.999,On,1120.9,26.25,47.50,8.197,12.00,8.157,124.42,19.99,19.88,0,28,26.06,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0018,5.301,0.00030,2.650,0.00015,18.91,0.137,0.00,0.00,31.80,0.0018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0072
-93.78081642,42.01924448,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1679,5/8/2025,0.805,On,1121.1,26.25,47.50,8.173,9.646,8.369,124.48,19.99,19.97,0,28,25.99,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0015,5.325,0.00024,2.662,0.00012,19.00,0.110,0.00,0.00,31.95,0.0015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0058
-93.78077945,42.01922565,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1680,5/8/2025,0.995,On,1121.5,25.00,48.12,8.247,12.03,7.432,124.92,19.99,20.00,0,28,24.98,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.000,0.0017,5.332,0.00029,2.666,0.00014,19.02,0.131,0.00,0.00,31.99,0.0017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0069
-93.78076506,42.01921814,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1681,5/8/2025,0.400,On,1121.5,25.00,48.12,8.304,4.869,7.367,124.92,19.99,20.06,0,28,25.15,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.003,0.00070,5.351,0.00012,2.675,5.840e-05,19.09,0.053,0.00,0.00,32.10,0.00070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0028
-93.78072826,42.01919879,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1682,5/8/2025,1.000,On,1121.8,23.75,48.75,8.243,12.09,7.151,124.80,19.99,19.86,0,28,23.72,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.993,0.0016,5.295,0.00027,2.647,0.00014,18.89,0.124,0.00,0.00,31.77,0.0016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0066
-93.78069215,42.01917983,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1683,5/8/2025,1.000,On,1121.8,22.50,49.37,8.252,12.10,7.459,124.72,19.99,19.90,0,28,22.49,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.995,0.0016,5.308,0.00026,2.654,0.00013,18.93,0.118,0.00,0.00,31.85,0.0016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0062
-93.78067009,42.01916833,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1684,5/8/2025,0.600,On,1121.9,21.25,50.00,8.220,7.228,7.276,124.92,19.99,19.94,0,28,21.16,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.00088,5.318,0.00015,2.659,7.324e-05,18.97,0.067,0.00,0.00,31.91,0.00088,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0035
-93.78063377,42.01914950,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1685,5/8/2025,1.000,On,1122.2,20.00,50.62,8.218,12.05,7.490,124.98,19.99,19.93,0,28,19.92,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0014,5.313,0.00023,2.657,0.00011,18.96,0.105,0.00,0.00,31.88,0.0014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0055
-93.78059752,42.01913029,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1686,5/8/2025,1.000,On,1122.4,18.75,51.25,8.241,12.08,7.739,124.62,19.99,19.93,0,28,18.72,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0013,5.314,0.00022,2.657,0.00011,18.96,0.099,0.00,0.00,31.89,0.0013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0052
-93.78056164,42.01911158,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1687,5/8/2025,1.006,On,1122.8,17.50,51.87,8.145,12.02,8.681,124.42,19.99,20.05,0,28,17.28,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.002,0.0012,5.346,0.00020,2.673,0.00010,19.07,0.092,0.00,0.00,32.08,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0048
-93.78053197,42.01909645,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1688,5/8/2025,0.799,On,1123.1,17.50,51.87,8.239,9.654,8.256,124.70,19.99,19.90,0,28,17.48,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.995,0.00096,5.307,0.00016,2.654,8.040e-05,18.93,0.073,0.00,0.00,31.84,0.00096,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
-93.78049461,42.01907705,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1689,5/8/2025,1.001,On,1123.2,16.25,52.50,8.340,12.24,7.812,124.85,19.99,19.96,0,28,16.43,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.998,0.0011,5.323,0.00019,2.661,9.497e-05,18.99,0.087,0.00,0.00,31.94,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0046
-93.78045672,42.01905766,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1690,5/8/2025,0.999,On,1123.2,16.25,52.50,8.497,12.45,6.726,125.46,19.99,19.87,0,28,16.74,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0012,5.299,0.00019,2.650,9.614e-05,18.90,0.088,0.00,0.00,31.79,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0046
-93.78041887,42.01903780,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1691,5/8/2025,1.000,On,1123.1,16.25,52.50,8.540,12.52,6.709,125.57,19.99,19.84,0,28,16.82,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.992,0.0012,5.292,0.00019,2.646,9.657e-05,18.88,0.088,0.00,0.00,31.75,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0047
-93.78041127,42.01903383,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1692,5/8/2025,0.195,On,1123.2,16.25,52.50,8.561,2.449,6.849,125.50,19.99,19.75,0,28,16.87,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.987,0.00023,5.266,3.758e-05,2.633,1.879e-05,18.78,0.017,0.00,0.00,31.59,0.00023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00091
-93.78037266,42.01901329,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1693,5/8/2025,1.000,On,1123.2,15.00,53.12,8.643,12.67,7.238,125.13,19.99,19.87,0,28,15.71,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0011,5.300,0.00018,2.650,9.035e-05,18.91,0.083,0.00,0.00,31.80,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0044
-93.78033384,42.01899297,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1694,5/8/2025,1.001,On,1123.4,15.00,53.12,8.800,12.90,7.834,125.04,19.99,19.92,0,28,15.98,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0011,5.311,0.00018,2.655,9.216e-05,18.95,0.084,0.00,0.00,31.87,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0044
-93.78031763,42.01898493,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1695,5/8/2025,0.399,On,1123.5,15.00,53.12,8.861,5.196,8.035,125.39,19.99,19.94,0,28,16.14,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.997,0.00045,5.318,7.435e-05,2.659,3.717e-05,18.97,0.034,0.00,0.00,31.91,0.00045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0018
-93.78027779,42.01896390,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1696,5/8/2025,1.000,On,1123.9,13.75,53.75,8.955,13.13,8.189,125.14,19.99,19.93,0,28,14.92,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.0010,5.314,0.00017,2.657,8.605e-05,18.96,0.079,0.00,0.00,31.88,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0041
-93.78023807,42.01894263,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1697,5/8/2025,1.001,On,1124.0,13.75,53.75,9.069,13.32,8.491,124.56,19.99,20.05,0,28,15.12,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,1.002,0.0011,5.347,0.00018,2.673,8.779e-05,19.07,0.080,0.00,0.00,32.08,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0042
-93.78019662,42.01892083,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1698,5/8/2025,1.000,On,1124.2,13.75,53.75,9.241,13.55,7.154,124.63,19.99,19.88,0,28,15.40,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.0011,5.302,0.00018,2.651,8.860e-05,18.91,0.081,0.00,0.00,31.81,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0043
-93.78017989,42.01891277,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1699,5/8/2025,0.404,On,1124.3,13.75,53.75,9.295,5.508,7.505,125.14,19.99,19.88,0,28,15.49,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.994,0.00043,5.302,7.202e-05,2.651,3.601e-05,18.92,0.033,0.00,0.00,31.81,0.00043,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.78013900,42.01889099,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1700,5/8/2025,1.001,On,1124.5,12.50,54.37,9.294,13.64,7.460,124.73,19.99,19.92,0,28,14.08,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.00097,5.311,0.00016,2.655,8.121e-05,18.95,0.074,0.00,0.00,31.86,0.00097,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
-93.78011391,42.01887818,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1701,5/8/2025,0.594,On,1124.6,13.75,53.75,9.366,8.160,7.144,125.07,19.99,19.82,0,28,15.61,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.991,0.00064,5.287,0.00011,2.643,5.319e-05,18.86,0.049,0.00,0.00,31.72,0.00064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0026
-93.78007240,42.01885646,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1702,5/8/2025,0.995,On,1124.8,12.50,54.37,9.373,13.68,7.301,124.96,19.99,19.91,0,28,14.20,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.996,0.00098,5.310,0.00016,2.655,8.142e-05,18.94,0.074,0.00,0.00,31.86,0.00098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
-93.78003102,42.01883504,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1703,5/8/2025,1.006,On,1124.9,12.50,54.37,9.335,13.76,7.472,125.02,19.99,19.84,0,28,14.13,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.992,0.00098,5.290,0.00016,2.645,8.159e-05,18.87,0.075,0.00,0.00,31.74,0.00098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
-93.77998939,42.01881315,5,TaskName 5/8/2025 (GreenStar 4 Monitor),Preview 2.1 SC & Metolachlor 8EC,1704,5/8/2025,0.994,On,1125.1,12.50,54.37,9.431,13.76,6.802,125.00,19.99,19.89,0,28,14.30,5/8/2025,Good,0.00,0.00,0.00,0.00,0.00,0.995,0.00098,5.305,0.00016,2.652,8.184e-05,18.93,0.075,0.00,0.00,31.83,0.00098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0039
